Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,NEW_Country,NEW_City
Russian Federation,Noginsk,63,Moderate,1,Good,20,Good,10,Good,63,Moderate,55.85,38.4333,Russia,Noginsk
United States of America,Homewood,85,Moderate,1,Good,85,Moderate,2,Good,47,Good,33.4619,-86.809,United States,Homewood
United States of America,Homewood,85,Moderate,1,Good,85,Moderate,2,Good,47,Good,41.5591,-87.661,United States,Homewood
United States of America,Grand Island,52,Moderate,1,Good,31,Good,2,Good,52,Moderate,40.9218,-98.3586,United States,Grand Island
United States of America,Grand Island,52,Moderate,1,Good,31,Good,2,Good,52,Moderate,43.0198,-78.9619,United States,Town of Grand Island
United States of America,White Oak,71,Moderate,2,Good,26,Good,15,Good,71,Moderate,39.2106,-84.606,United States,White Oak
United States of America,White Oak,71,Moderate,2,Good,26,Good,15,Good,71,Moderate,39.0451,-76.9885,United States,White Oak
Mexico,Puerto Escondido,50,Good,1,Good,20,Good,1,Good,50,Good,15.8619,-97.0672,Mexico,Puerto Escondido
Mexico,Puerto Escondido,50,Good,1,Good,20,Good,1,Good,50,Good,8.95,-76.25,Colombia,Puerto Escondido
United Republic of Tanzania,Same,28,Good,1,Good,15,Good,0,Good,28,Good,-9.0,125.65,East Timor,Same
United Republic of Tanzania,Same,28,Good,1,Good,15,Good,0,Good,28,Good,-4.0667,37.7833,Tanzania,Mkonga Ijinyu
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate,16.07,120.7653,Philippines,San Nicolas
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate,18.175,120.595,Philippines,San Nicolas
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate,13.9283,120.951,Philippines,Abelo
India,Sikandarpur,186,Unhealthy,5,Good,182,Unhealthy,1,Good,186,Unhealthy,25.3256,86.5051,India,Jamalpur
India,Sikandarpur,186,Unhealthy,5,Good,182,Unhealthy,1,Good,186,Unhealthy,26.0333,84.05,India,Sikandarpur
India,Sirsi,54,Moderate,0,Good,24,Good,0,Good,54,Moderate,28.64,78.64,India,Maniather
India,Sirsi,54,Moderate,0,Good,24,Good,0,Good,54,Moderate,14.6195,74.8354,India,Sirsi
United States of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate,33.8633,-84.5168,United States,Smyrna
United States of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate,35.9687,-86.5264,United States,Smyrna
United States of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate,39.2935,-75.6083,United States,Smyrna
United States of America,Swansea,34,Good,1,Good,24,Good,8,Good,34,Good,41.7571,-71.212,United States,Swansea
United States of America,Swansea,34,Good,1,Good,24,Good,8,Good,34,Good,38.5507,-89.9858,United States,Swansea
Japan,Moka,59,Moderate,1,Good,59,Moderate,1,Good,54,Moderate,15.238,77.0599,India,Moka
Japan,Moka,59,Moderate,1,Good,59,Moderate,1,Good,54,Moderate,-20.219,57.496,Mauritius,"Moka VCA, East"
Russian Federation,Ostrov,34,Good,1,Good,34,Good,0,Good,34,Good,57.35,28.35,Russia,Ostrov
Russian Federation,Ostrov,34,Good,1,Good,34,Good,0,Good,34,Good,50.306,12.9392,Czechia,Ostrov
United States of America,Harwich,37,Good,1,Good,37,Good,3,Good,15,Good,51.934,1.266,United Kingdom,Harwich
United States of America,Harwich,37,Good,1,Good,37,Good,3,Good,15,Good,41.6957,-70.0684,United States,Harwich
United States of America,Dumont,53,Moderate,1,Good,46,Good,3,Good,53,Moderate,40.9452,-73.9923,United States,Dumont
United States of America,Dumont,53,Moderate,1,Good,46,Good,3,Good,53,Moderate,-21.2364,-47.9733,Brazil,Dumont
United States of America,Naples,31,Good,0,Good,31,Good,0,Good,24,Good,40.8333,14.25,Italy,Naples
United States of America,Naples,31,Good,0,Good,31,Good,0,Good,24,Good,26.1504,-81.7936,United States,Naples
Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate,7.7389,4.4361,Nigeria,Ede
Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate,52.05,5.6667,Netherlands,Ede
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,42.0451,-91.585,United States,Marion
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,40.5973,-83.1227,United States,Marion
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,40.5497,-85.6604,United States,Marion
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,37.7345,-88.942,United States,Marion
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,35.2035,-90.2059,United States,Marion
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,53.555,-2.187,United Kingdom,Middleton
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,43.1064,-89.5059,United States,Middleton
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,42.6043,-71.0164,United States,Middleton
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,43.7113,-116.6157,United States,Middleton
France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate,48.6562,2.3849,France,Grigny
France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate,45.6083,4.7897,France,Grigny-sur-Rhône
Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good,22.2908,-84.2875,Cuba,Mantua
Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good,39.7618,-75.1686,United States,Mantua Township
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,-34.665,-56.2194,Uruguay,18 de Mayo
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,32.5842,-115.5842,Mexico,Progreso
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,21.28,-89.67,Mexico,Progreso
India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy,21.25,81.63,India,Raipur
India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy,25.4226,86.8498,India,Narayanpur
Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good,-22.7889,-50.2175,Brazil,Palmital
Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good,-24.8928,-52.2028,Brazil,Palmital
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,52.5662,-0.2366,United Kingdom,Peterborough
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,44.3,-78.3167,Canada,Peterborough
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,-32.9667,138.8333,Australia,Peterborough
United States of America,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,40.7959,-74.4945,United States,Morris Township
United States of America,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,41.3749,-88.4304,United States,Morris
Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,14.0833,121.15,Philippines,Tanauan
Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,11.1167,125.0167,Philippines,Magay
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,-16.6581,-49.4836,Brazil,Trindade
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,0.3,6.6833,São Tomé and Príncipe,Trindade
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,-7.7619,-40.2678,Brazil,Trindade
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,48.4089,2.725,France,Avon
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,41.4485,-82.0187,United States,Avon
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,39.7601,-86.3916,United States,Avon
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,41.7907,-72.8538,United States,Avon
United States of America,Bay City,41,Good,1,Good,21,Good,5,Good,41,Good,43.5902,-83.8887,United States,Bay City
United States of America,Bay City,41,Good,1,Good,21,Good,5,Good,41,Good,28.9838,-95.9601,United States,Bay City
Canada,Duncan,29,Good,1,Good,29,Good,3,Good,18,Good,48.7787,-123.7079,Canada,Duncan
Canada,Duncan,29,Good,1,Good,29,Good,3,Good,18,Good,34.5408,-97.9215,United States,Duncan
Brazil,Itabaiana,51,Moderate,1,Good,14,Good,4,Good,51,Moderate,-10.685,-37.425,Brazil,Itabaiana
Brazil,Itabaiana,51,Moderate,1,Good,14,Good,4,Good,51,Moderate,-7.3289,-35.3328,Brazil,Itabaiana
United States of America,Melbourne,39,Good,1,Good,22,Good,6,Good,39,Good,-37.8142,144.9631,Australia,Melbourne
United States of America,Melbourne,39,Good,1,Good,22,Good,6,Good,39,Good,28.1086,-80.6627,United States,Melbourne
,Montrose,32,Good,0,Good,32,Good,1,Good,20,Good,38.4689,-107.859,United States,Montrose
,Montrose,32,Good,0,Good,32,Good,1,Good,20,Good,56.708,-2.467,United Kingdom,Montrose
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,38.1663,-85.6485,United States,Louisville
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,39.971,-105.1441,United States,Louisville
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,40.837,-81.2643,United States,Louisville
India,Katangi,153,Unhealthy,1,Good,38,Good,0,Good,153,Unhealthy,23.4412,79.7962,India,Patan Tahsil
India,Katangi,153,Unhealthy,1,Good,38,Good,0,Good,153,Unhealthy,21.7737,79.8051,India,Katangi
Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy,41.3825,2.1769,Spain,Barcelona
Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy,10.1333,-64.6833,Venezuela,Barcelona
Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy,12.8694,124.1419,Philippines,Barcelona
Ecuador,Ambato,38,Good,1,Good,2,Good,2,Good,38,Good,-1.2417,-78.6197,Ecuador,Ambato
Ecuador,Ambato,38,Good,1,Good,2,Good,2,Good,38,Good,-18.6,47.5,Madagascar,Antsahalava
Germany,Weingarten,84,Moderate,1,Good,33,Good,3,Good,84,Moderate,47.8092,9.6444,Germany,Weingarten
Germany,Weingarten,84,Moderate,1,Good,33,Good,3,Good,84,Moderate,49.0514,8.5306,Germany,Weingarten
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,42.8167,-1.65,Spain,Pamplona
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,7.3781,-72.6525,Colombia,Pamplona
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,9.4667,123.1167,Philippines,Simborio
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,13.5925,123.0833,Philippines,Pamplona
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,18.4661,121.3425,Philippines,Pamplona
United States of America,Peoria,49,Good,1,Good,21,Good,14,Good,49,Good,40.752,-89.6154,United States,Peoria
United States of America,Peoria,49,Good,1,Good,21,Good,14,Good,49,Good,33.7843,-112.2989,United States,Peoria
France,Laval,41,Good,1,Good,30,Good,2,Good,41,Good,45.5833,-73.75,Canada,Laval (administrative region)
France,Laval,41,Good,1,Good,30,Good,2,Good,41,Good,48.0733,-0.7689,France,Laval
Italy,Lugo,53,Moderate,1,Good,33,Good,5,Good,53,Moderate,43.0167,-7.55,Spain,Lugo
Italy,Lugo,53,Moderate,1,Good,33,Good,5,Good,53,Moderate,44.4167,11.9167,Italy,Lugo
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,43.0822,-89.393,United States,Madison
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,34.7114,-86.7626,United States,Madison
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,32.4738,-90.13,United States,Madison
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,41.3398,-72.6278,United States,Madison
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,40.7586,-74.4169,United States,Madison
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,38.7581,-85.3973,United States,Madison
Philippines,Obando,64,Moderate,1,Good,23,Good,1,Good,64,Moderate,14.7083,120.9375,Philippines,Obando
Philippines,Obando,64,Moderate,1,Good,23,Good,1,Good,64,Moderate,4.5833,-75.9167,Colombia,Obando
China,Jinchang,121,Unhealthy for Sensitive Groups,0,Good,62,Moderate,0,Good,121,Unhealthy for Sensitive Groups,38.5168,102.1866,China,Jinchuan
China,Jinchang,121,Unhealthy for Sensitive Groups,0,Good,62,Moderate,0,Good,121,Unhealthy for Sensitive Groups,38.4858,112.9643,China,Dingxiang
United States of America,New Brighton,46,Good,1,Good,32,Good,9,Good,46,Good,53.432,-3.049,United Kingdom,Wallasey
United States of America,New Brighton,46,Good,1,Good,32,Good,9,Good,46,Good,45.0658,-93.206,United States,New Brighton
United States of America,Newberry,65,Moderate,2,Good,26,Good,4,Good,65,Moderate,40.1286,-76.7919,United States,Newberry Township
United States of America,Newberry,65,Moderate,2,Good,26,Good,4,Good,65,Moderate,34.2813,-81.601,United States,Newberry
United States of America,Huntsville,75,Moderate,1,Good,21,Good,5,Good,75,Moderate,34.6981,-86.6412,United States,Huntsville
United States of America,Huntsville,75,Moderate,1,Good,21,Good,5,Good,75,Moderate,30.7009,-95.5567,United States,Huntsville
United States of America,Huntsville,75,Moderate,1,Good,21,Good,5,Good,75,Moderate,45.3333,-79.2167,Canada,Huntsville
Brazil,Ouro Branco,63,Moderate,2,Good,3,Good,6,Good,63,Moderate,-20.5208,-43.6919,Brazil,Ouro Branco
Brazil,Ouro Branco,63,Moderate,2,Good,3,Good,6,Good,63,Moderate,-9.1667,-37.3567,Brazil,Ouro Branco
United States of America,Paradise,52,Moderate,2,Good,23,Good,8,Good,52,Moderate,36.0872,-115.1355,United States,Paradise
United States of America,Paradise,52,Moderate,2,Good,23,Good,8,Good,52,Moderate,47.5333,-52.8667,Canada,Paradise
Mexico,San Buenaventura,58,Moderate,1,Good,19,Good,1,Good,58,Moderate,34.2741,-119.2314,United States,San Buenaventura (Ventura)
Mexico,San Buenaventura,58,Moderate,1,Good,19,Good,1,Good,58,Moderate,27.0625,-101.5467,Mexico,San Buenaventura
United States of America,Westmont,122,Unhealthy for Sensitive Groups,4,Good,4,Good,36,Good,122,Unhealthy for Sensitive Groups,33.9417,-118.3018,United States,Los Angeles County
United States of America,Westmont,122,Unhealthy for Sensitive Groups,4,Good,4,Good,36,Good,122,Unhealthy for Sensitive Groups,39.9082,-75.0551,United States,Haddon Township
United States of America,Westmont,122,Unhealthy for Sensitive Groups,4,Good,4,Good,36,Good,122,Unhealthy for Sensitive Groups,41.7948,-87.9742,United States,Westmont
China,Yangmei,128,Unhealthy for Sensitive Groups,2,Good,128,Unhealthy for Sensitive Groups,4,Good,122,Unhealthy for Sensitive Groups,24.9167,121.15,Taiwan,Taoyuan City
China,Yangmei,128,Unhealthy for Sensitive Groups,2,Good,128,Unhealthy for Sensitive Groups,4,Good,122,Unhealthy for Sensitive Groups,22.8728,112.7802,China,Gaoming District
China,Yichun,46,Good,2,Good,28,Good,0,Good,46,Good,27.8041,114.383,China,Xiujiang Subdistrict
China,Yichun,46,Good,2,Good,28,Good,0,Good,46,Good,47.7235,128.8893,China,Yichun
Colombia,Fresno,64,Moderate,2,Good,10,Good,3,Good,64,Moderate,36.783,-119.7939,United States,Fresno
Colombia,Fresno,64,Moderate,2,Good,10,Good,3,Good,64,Moderate,5.1556,-75.0403,Colombia,Fresno
Colombia,Fresno,64,Moderate,2,Good,10,Good,3,Good,64,Moderate,29.5357,-95.4696,United States,Palmetto
United States of America,Buffalo,39,Good,1,Good,38,Good,2,Good,39,Good,42.9018,-78.8487,United States,Buffalo
United States of America,Buffalo,39,Good,1,Good,38,Good,2,Good,39,Good,45.1794,-93.8644,United States,Buffalo
United States of America,El Paso,100,Unhealthy for Sensitive Groups,2,Good,19,Good,10,Good,100,Unhealthy for Sensitive Groups,31.8476,-106.43,United States,El Paso
United States of America,El Paso,100,Unhealthy for Sensitive Groups,2,Good,19,Good,10,Good,100,Unhealthy for Sensitive Groups,9.6622,-73.7519,Colombia,El Paso
Colombia,Soledad,110,Unhealthy for Sensitive Groups,1,Good,17,Good,3,Good,110,Unhealthy for Sensitive Groups,10.9167,-74.75,Colombia,Soledad
Colombia,Soledad,110,Unhealthy for Sensitive Groups,1,Good,17,Good,3,Good,110,Unhealthy for Sensitive Groups,36.4432,-121.3426,United States,Monterey County
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,14.4685,121.0118,Philippines,Parañaque
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,-34.4667,-58.5167,Argentina,San Isidro
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,9.9737,-83.9861,Costa Rica,San Isidro
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,15.3097,120.9069,Philippines,San Isidro
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,9.3403,-83.7338,Costa Rica,San Isidro de El General
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,11.4167,124.35,Philippines,San Isidro
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,12.388,124.331,Philippines,San Isidro
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,16.8667,121.7667,Philippines,San Isidro
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,10.0299,-84.0431,Costa Rica,Concepción
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,12.9283,-86.1922,Nicaragua,San Isidro
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,9.8,124.3,Philippines,Santa Cruz
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,9.9369,126.0886,Philippines,San Isidro
Colombia,San Juan Nepomuceno,65,Moderate,2,Good,11,Good,6,Good,65,Moderate,9.95,-75.0833,Colombia,San Juan Nepomuceno
Colombia,San Juan Nepomuceno,65,Moderate,2,Good,11,Good,6,Good,65,Moderate,-26.1167,-55.93,Paraguay,San Juan Nepomuceno
Netherlands,Deurne,41,Good,1,Good,28,Good,4,Good,41,Good,51.2247,4.4625,Belgium,Antwerp
Netherlands,Deurne,41,Good,1,Good,28,Good,4,Good,41,Good,51.4667,5.8,Netherlands,Deurne
United States of America,Cudahy,141,Unhealthy for Sensitive Groups,4,Good,3,Good,37,Good,141,Unhealthy for Sensitive Groups,33.9631,-118.183,United States,Cudahy
United States of America,Cudahy,141,Unhealthy for Sensitive Groups,4,Good,3,Good,37,Good,141,Unhealthy for Sensitive Groups,42.9467,-87.8641,United States,Cudahy
United States of America,Verona,66,Moderate,3,Good,4,Good,11,Good,66,Moderate,45.4386,10.9928,Italy,Verona
United States of America,Verona,66,Moderate,3,Good,4,Good,11,Good,66,Moderate,40.8323,-74.2431,United States,Verona
United States of America,Verona,66,Moderate,3,Good,4,Good,11,Good,66,Moderate,42.9892,-89.5383,United States,Verona
United States of America,Whitehall,45,Good,1,Good,31,Good,7,Good,45,Good,40.6571,-75.5046,United States,Whitehall
United States of America,Whitehall,45,Good,1,Good,31,Good,7,Good,45,Good,39.9682,-82.8833,United States,Whitehall
United States of America,Williston,46,Good,1,Good,28,Good,1,Good,46,Good,48.1814,-103.6364,United States,Williston
United States of America,Williston,46,Good,1,Good,28,Good,1,Good,46,Good,44.4345,-73.0888,United States,Taft Corners
South Africa,Warrenton,33,Good,0,Good,21,Good,1,Good,33,Good,-28.1114,24.8497,South Africa,Magareng Local Municipality
South Africa,Warrenton,33,Good,0,Good,21,Good,1,Good,33,Good,38.7176,-77.7976,United States,Warrenton
United States of America,Pittsburg,73,Moderate,1,Good,27,Good,4,Good,73,Moderate,38.0182,-121.8965,United States,Pittsburg
United States of America,Pittsburg,73,Moderate,1,Good,27,Good,4,Good,73,Moderate,37.4129,-94.6985,United States,Pittsburg
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,17.9714,-76.7931,Jamaica,Kingston
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,-29.0569,167.9617,Australia,Burnt Pine
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,41.2652,-75.8876,United States,Kingston
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,41.9295,-73.9968,United States,City of Kingston
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,41.9862,-70.7482,United States,Kingston
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,-42.9769,147.3083,Australia,Hobart
India,Kombai,73,Moderate,1,Good,14,Good,4,Good,73,Moderate,9.8475,77.296,India,Pannaipuram
India,Kombai,73,Moderate,1,Good,14,Good,4,Good,73,Moderate,10.6143,78.1212,India,Vedasandur
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,39.6977,-105.1172,United States,Lakewood
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,40.0763,-74.2031,United States,Lakewood Township
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,33.8471,-118.1222,United States,Lakewood
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,41.4822,-81.8008,United States,Lakewood
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,47.1628,-122.5299,United States,Lakewood
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,38.0423,-84.4587,United States,Lexington
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,42.4456,-71.2307,United States,Lexington
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,33.989,-81.2202,United States,Lexington
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,35.8018,-80.2682,United States,Lexington
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,40.7779,-99.7461,United States,Lexington
Portugal,Lisbon,41,Good,1,Good,41,Good,1,Good,19,Good,38.7253,-9.15,Portugal,Lisbon
Portugal,Lisbon,41,Good,1,Good,41,Good,1,Good,19,Good,44.0265,-70.09,United States,Lisbon
United States of America,Claremont,109,Unhealthy for Sensitive Groups,4,Good,4,Good,29,Good,109,Unhealthy for Sensitive Groups,34.1259,-117.7153,United States,Claremont
United States of America,Claremont,109,Unhealthy for Sensitive Groups,4,Good,4,Good,29,Good,109,Unhealthy for Sensitive Groups,43.379,-72.3368,United States,Claremont
United States of America,Carthage,60,Moderate,1,Good,32,Good,2,Good,60,Moderate,36.8528,10.3233,Tunisia,Tunis
United States of America,Carthage,60,Moderate,1,Good,32,Good,2,Good,60,Moderate,37.1503,-94.3225,United States,Jasper County
United States of America,Newton,41,Good,1,Good,37,Good,2,Good,41,Good,42.3316,-71.2085,United States,Newton
United States of America,Newton,41,Good,1,Good,37,Good,2,Good,41,Good,8.3333,-13.0667,Sierra Leone,Waterloo
United States of America,Newton,41,Good,1,Good,37,Good,2,Good,41,Good,38.0368,-97.3449,United States,Newton
United States of America,Newton,41,Good,1,Good,37,Good,2,Good,41,Good,41.6963,-93.0403,United States,Newton
United States of America,Newton,41,Good,1,Good,37,Good,2,Good,41,Good,35.663,-81.2335,United States,Newton
United States of America,Medford,68,Moderate,3,Good,21,Good,23,Good,68,Moderate,42.3372,-122.854,United States,Medford
United States of America,Medford,68,Moderate,3,Good,21,Good,23,Good,68,Moderate,42.4234,-71.1087,United States,Medford
United States of America,Medford,68,Moderate,3,Good,21,Good,23,Good,68,Moderate,40.822,-72.9859,United States,Medford
United States of America,Medford,68,Moderate,3,Good,21,Good,23,Good,68,Moderate,39.8639,-74.8231,United States,Medford Township
United States of America,Rosedale,42,Good,1,Good,30,Good,9,Good,42,Good,39.3266,-76.5084,United States,Rosedale
United States of America,Rosedale,42,Good,1,Good,30,Good,9,Good,42,Good,35.3886,-119.2058,United States,Kern County
United States of America,Rutherford,71,Moderate,2,Good,19,Good,18,Good,71,Moderate,40.8203,-74.1057,United States,Rutherford
United States of America,Rutherford,71,Moderate,2,Good,19,Good,18,Good,71,Moderate,-32.715,151.5317,Australia,Newcastle-Maitland
Italy,Ravenna,70,Moderate,1,Good,49,Good,1,Good,70,Moderate,44.4161,12.2017,Italy,Ravenna
Italy,Ravenna,70,Moderate,1,Good,49,Good,1,Good,70,Moderate,41.1612,-81.2422,United States,Ravenna
Brazil,Rio Claro,151,Unhealthy,4,Good,4,Good,10,Good,151,Unhealthy,-22.4108,-47.5608,Brazil,Rio Claro
Brazil,Rio Claro,151,Unhealthy,4,Good,4,Good,10,Good,151,Unhealthy,10.3042,-61.1708,Trinidad and Tobago,Rio Claro
Brazil,Rio Claro,151,Unhealthy,4,Good,4,Good,10,Good,151,Unhealthy,-22.7228,-44.1358,Brazil,Rio Claro
United States of America,Rogers,49,Good,2,Good,33,Good,4,Good,49,Good,36.317,-94.1531,United States,Rogers
United States of America,Rogers,49,Good,2,Good,33,Good,4,Good,49,Good,45.1865,-93.5783,United States,Rogers
United States of America,Lakeland,67,Moderate,2,Good,1,Good,23,Good,67,Moderate,28.0557,-81.9545,United States,Lakeland
United States of America,Lakeland,67,Moderate,2,Good,1,Good,23,Good,67,Moderate,35.2585,-89.7308,United States,Lakeland
United States of America,Montclair,69,Moderate,2,Good,20,Good,16,Good,69,Moderate,40.8253,-74.2111,United States,Montclair
United States of America,Montclair,69,Moderate,2,Good,20,Good,16,Good,69,Moderate,34.0715,-117.6981,United States,Montclair
United States of America,Montclair,69,Moderate,2,Good,20,Good,16,Good,69,Moderate,38.6111,-77.34,United States,Dumfries
United States of America,San Fernando,109,Unhealthy for Sensitive Groups,3,Good,6,Good,28,Good,109,Unhealthy for Sensitive Groups,15.0333,120.6833,Philippines,San Fernando
United States of America,San Fernando,109,Unhealthy for Sensitive Groups,3,Good,6,Good,28,Good,109,Unhealthy for Sensitive Groups,7.894,-67.473,Venezuela,San Fernando de Apure
United States of America,San Fernando,109,Unhealthy for Sensitive Groups,3,Good,6,Good,28,Good,109,Unhealthy for Sensitive Groups,16.62,120.32,Philippines,San Fernando
United States of America,San Fernando,109,Unhealthy for Sensitive Groups,3,Good,6,Good,28,Good,109,Unhealthy for Sensitive Groups,36.4667,-6.2,Spain,San Fernando
United States of America,San Fernando,109,Unhealthy for Sensitive Groups,3,Good,6,Good,28,Good,109,Unhealthy for Sensitive Groups,10.2833,-61.4667,Trinidad and Tobago,San Fernando
United States of America,San Fernando,109,Unhealthy for Sensitive Groups,3,Good,6,Good,28,Good,109,Unhealthy for Sensitive Groups,24.8504,-98.16,Mexico,San Fernando
United States of America,San Fernando,109,Unhealthy for Sensitive Groups,3,Good,6,Good,28,Good,109,Unhealthy for Sensitive Groups,34.2886,-118.4362,United States,San Fernando
United States of America,San Fernando,109,Unhealthy for Sensitive Groups,3,Good,6,Good,28,Good,109,Unhealthy for Sensitive Groups,16.8717,-93.2063,Mexico,San Fernando
United States of America,San Fernando,109,Unhealthy for Sensitive Groups,3,Good,6,Good,28,Good,109,Unhealthy for Sensitive Groups,10.1667,123.7,Philippines,San Fernando
